LineStatus;Quantity;DocDate;BaseCard;CFOPCode
O;330;2019-12-11 00:00:00.000;A-2414;5405
O;113;2019-12-11 00:00:00.000;A-2414;5405
O;259;2019-12-11 00:00:00.000;A-2414;5102
O;440;2019-12-11 00:00:00.000;A-2414;5102
C;439;2019-12-11 00:00:00.000;A-1884;6117
C;452;2019-12-11 00:00:00.000;A-1884;6117
C;315;2019-12-11 00:00:00.000;A-1884;6117
C;489;2019-12-11 00:00:00.000;A-1884;6117
C;245;2019-12-11 00:00:00.000;A-1884;6117
C;112;2019-12-11 00:00:00.000;A-1884;6117
C;479;2019-12-11 00:00:00.000;A-1884;6117
C;213;2019-12-11 00:00:00.000;A-1884;6117
C;203;2019-12-11 00:00:00.000;A-1884;6117
C;134;2019-12-11 00:00:00.000;A-1884;6117
C;114;2019-12-11 00:00:00.000;A-1884;6117
C;242;2019-12-11 00:00:00.000;A-1884;6117
C;159;2019-12-11 00:00:00.000;A-1884;6117
C;217;2019-12-11 00:00:00.000;A-1884;6117
C;139;2019-12-11 00:00:00.000;A-1884;6117
C;327;2019-12-11 00:00:00.000;A-1884;6117
C;151;2019-12-11 00:00:00.000;A-1884;6117
C;314;2019-12-11 00:00:00.000;A-1884;6117
C;242;2019-12-11 00:00:00.000;A-1884;6117
C;200;2019-12-11 00:00:00.000;A-1884;6117
C;229;2019-12-11 00:00:00.000;A-1884;6117
C;386;2019-12-11 00:00:00.000;A-1884;6117
C;256;2019-12-11 00:00:00.000;A-1884;6117
C;320;2019-12-11 00:00:00.000;A-1884;6117
O;265;2019-12-11 00:00:00.000;A-1884;6117
O;326;2019-12-11 00:00:00.000;A-1884;6117
O;462;2019-12-11 00:00:00.000;A-1884;6117
O;372;2019-12-11 00:00:00.000;A-1884;6117
O;370;2019-12-11 00:00:00.000;A-1884;6117
O;174;2019-12-11 00:00:00.000;A-1884;6117
O;261;2019-12-11 00:00:00.000;A-1884;6117
O;403;2019-12-11 00:00:00.000;A-1884;6117
O;125;2019-12-11 00:00:00.000;A-1884;6117
O;128;2019-12-11 00:00:00.000;A-1884;6117
O;374;2019-12-11 00:00:00.000;A-1884;6117
O;303;2019-12-11 00:00:00.000;A-1884;6117
O;277;2019-12-11 00:00:00.000;A-5038;5922
O;472;2019-12-11 00:00:00.000;A-5038;5922
O;158;2019-10-31 00:00:00.000;A-4278;6949
O;306;2019-10-31 00:00:00.000;A-4278;6949
O;449;2019-10-31 00:00:00.000;A-4278;6949
O;308;2019-10-31 00:00:00.000;A-4414;5949
O;204;2019-10-31 00:00:00.000;A-4414;5949
O;324;2019-10-31 00:00:00.000;A-4414;5949
O;182;2019-10-31 00:00:00.000;A-4414;5949
O;200;2019-11-14 00:00:00.000;A-4414;5949
O;368;2019-10-31 00:00:00.000;A-4420;5949
O;426;2019-10-31 00:00:00.000;A-4420;5949
O;468;2019-10-31 00:00:00.000;A-934;6949
O;102;2019-10-31 00:00:00.000;A-934;6949
O;164;2019-12-12 00:00:00.000;A-4886;5102
O;353;2019-12-12 00:00:00.000;A-4886;5102
O;117;2019-12-12 00:00:00.000;A-4886;5102
O;473;2019-12-12 00:00:00.000;A-4886;5102
O;298;2019-12-12 00:00:00.000;A-4886;5102
O;314;2019-12-12 00:00:00.000;A-4886;5102
O;269;2019-12-12 00:00:00.000;A-4886;5101
O;204;2019-12-12 00:00:00.000;A-4886;5405
O;344;2019-12-12 00:00:00.000;A-4886;5405
O;446;2019-12-12 00:00:00.000;A-4886;5405
O;299;2019-12-12 00:00:00.000;A-4886;5102
O;143;2019-12-12 00:00:00.000;A-4886;5405
O;420;2019-12-12 00:00:00.000;A-4886;5102
O;301;2019-12-12 00:00:00.000;A-4886;5405
O;267;2019-12-12 00:00:00.000;A-4886;5102
O;224;2019-12-12 00:00:00.000;A-4886;5405
O;136;2019-12-12 00:00:00.000;A-4886;5102
O;231;2019-12-12 00:00:00.000;A-4328;5102
O;316;2019-12-12 00:00:00.000;A-4328;5405
O;255;2019-12-12 00:00:00.000;A-4328;5405
O;296;2019-12-12 00:00:00.000;A-4328;5405
O;443;2019-12-12 00:00:00.000;A-4328;5405
O;429;2019-12-12 00:00:00.000;A-4328;5102
O;447;2019-12-12 00:00:00.000;A-4328;5102
O;116;2019-12-12 00:00:00.000;A-4328;5102
O;354;2019-12-12 00:00:00.000;A-4328;5102
O;347;2019-12-12 00:00:00.000;A-4904;5102
O;134;2019-12-12 00:00:00.000;A-4904;5102
O;123;2019-12-12 00:00:00.000;A-4904;5405
O;347;2019-12-12 00:00:00.000;A-4904;5102
O;492;2019-12-12 00:00:00.000;A-4904;5102
O;337;2019-12-12 00:00:00.000;A-38;5927
O;417;2019-12-12 00:00:00.000;A-4886;5405
O;194;2019-12-12 00:00:00.000;A-782;5102
O;407;2019-12-12 00:00:00.000;A-782;5405
O;458;2019-12-12 00:00:00.000;A-782;5405
O;294;2019-12-12 00:00:00.000;A-782;5405
O;280;2019-12-12 00:00:00.000;A-782;5102
O;268;2019-12-12 00:00:00.000;A-782;5102
O;319;2019-12-12 00:00:00.000;A-4392;6108
O;395;2019-12-12 00:00:00.000;A-4392;6108
O;112;2019-12-12 00:00:00.000;A-104;5405
O;497;2019-12-12 00:00:00.000;A-4168;5102
O;496;2019-12-12 00:00:00.000;A-4168;5405
O;416;2019-12-12 00:00:00.000;A-4168;5102
O;107;2019-12-12 00:00:00.000;A-4168;5102
O;385;2019-12-12 00:00:00.000;A-4168;5405
O;239;2019-12-12 00:00:00.000;A-4168;5102
O;469;2019-12-12 00:00:00.000;A-4168;5405
O;307;2019-12-12 00:00:00.000;A-4474;6117
O;214;2019-12-12 00:00:00.000;A-4474;6117
O;228;2019-12-12 00:00:00.000;A-4474;6117
O;212;2019-12-12 00:00:00.000;A-4474;6117
O;398;2019-12-12 00:00:00.000;A-4474;6117
O;201;2019-12-12 00:00:00.000;A-4474;6117
O;170;2019-12-12 00:00:00.000;A-4474;6117
O;424;2019-12-12 00:00:00.000;A-4474;6117
C;149;2019-12-05 00:00:00.000;A-4676;6922
C;145;2019-12-05 00:00:00.000;A-4676;6922
C;497;2019-12-05 00:00:00.000;A-4676;6922
C;458;2019-12-05 00:00:00.000;A-4676;6922
C;457;2019-12-05 00:00:00.000;A-4676;6922
C;402;2019-12-05 00:00:00.000;A-4676;6922
C;367;2019-12-05 00:00:00.000;A-4676;6922
C;234;2019-12-05 00:00:00.000;A-4676;6922
C;181;2019-12-05 00:00:00.000;A-4676;6922
C;429;2019-12-05 00:00:00.000;A-4676;6922
C;170;2019-12-05 00:00:00.000;A-4676;6922
C;305;2019-12-05 00:00:00.000;A-4676;6922
C;375;2019-12-05 00:00:00.000;A-4676;6922
C;103;2019-12-05 00:00:00.000;A-4676;6922
O;141;2019-12-13 00:00:00.000;A-5030;5922
O;343;2019-12-13 00:00:00.000;A-5030;5922
O;376;2019-12-13 00:00:00.000;A-5030;5922
O;123;2019-12-13 00:00:00.000;A-5030;5922
O;443;2019-12-13 00:00:00.000;A-5030;5922
O;425;2019-12-13 00:00:00.000;A-5030;5922
O;382;2019-12-13 00:00:00.000;A-5030;5922
O;423;2019-12-13 00:00:00.000;A-5030;5922
O;211;2019-12-13 00:00:00.000;A-5030;5922
O;259;2019-12-13 00:00:00.000;A-5030;5922
O;283;2019-12-13 00:00:00.000;A-1558;5922
O;440;2019-12-13 00:00:00.000;A-364;6108
O;377;2019-12-13 00:00:00.000;A-364;6108
O;475;2019-12-13 00:00:00.000;A-364;6108
O;472;2019-12-13 00:00:00.000;A-364;6108
O;347;2019-12-13 00:00:00.000;A-364;6108
O;182;2019-12-13 00:00:00.000;A-364;6108
O;400;2019-12-13 00:00:00.000;A-364;6108
O;143;2019-12-13 00:00:00.000;A-364;6108
O;294;2019-12-13 00:00:00.000;A-5164;5102
C;151;2019-11-28 00:00:00.000;A-4662;5933
C;112;2019-11-28 00:00:00.000;A-4662;5933
O;128;2019-12-13 00:00:00.000;A-3320;5102
O;313;2019-12-13 00:00:00.000;A-5168;5102
O;432;2019-12-13 00:00:00.000;A-2792;6403
O;293;2019-12-13 00:00:00.000;A-4136;6117
O;416;2019-12-13 00:00:00.000;A-4136;6117
O;338;2019-12-13 00:00:00.000;A-4136;6117
O;415;2019-12-13 00:00:00.000;A-4136;6108
O;286;2019-12-13 00:00:00.000;A-4136;6108
C;305;2019-12-13 00:00:00.000;A-4424;5922
C;180;2019-12-13 00:00:00.000;A-4424;5922
C;191;2019-12-13 00:00:00.000;A-4424;5922
C;321;2019-12-13 00:00:00.000;A-4424;5922
C;426;2019-12-13 00:00:00.000;A-4424;5922
C;397;2019-12-13 00:00:00.000;A-4424;5922
C;161;2019-12-13 00:00:00.000;A-4424;5922
C;177;2019-12-13 00:00:00.000;A-4424;5922
C;246;2019-12-13 00:00:00.000;A-4424;5922
C;497;2019-12-13 00:00:00.000;A-4424;5922
C;238;2019-12-13 00:00:00.000;A-4424;5922
C;249;2019-12-13 00:00:00.000;A-4424;5922
C;304;2019-12-13 00:00:00.000;A-4424;5922
C;326;2019-12-13 00:00:00.000;A-4424;5922
C;402;2019-12-13 00:00:00.000;A-4424;5922
C;166;2019-12-13 00:00:00.000;A-4424;5922
C;256;2019-11-19 00:00:00.000;A-4744;6901
C;370;2019-11-19 00:00:00.000;A-4744;6901
C;293;2019-11-19 00:00:00.000;A-4744;6901
C;409;2019-11-19 00:00:00.000;A-4744;6901
C;470;2019-11-19 00:00:00.000;A-4744;6901
C;414;2019-11-19 00:00:00.000;A-4744;6901
C;258;2019-11-19 00:00:00.000;A-4744;6901
C;382;2019-11-19 00:00:00.000;A-4744;6901
C;229;2019-11-19 00:00:00.000;A-4744;6901
C;314;2019-11-19 00:00:00.000;A-4744;6901
C;220;2019-11-19 00:00:00.000;A-4744;6901
C;465;2019-11-19 00:00:00.000;A-4744;6901
C;237;2019-11-19 00:00:00.000;A-4744;6901
C;133;2019-11-19 00:00:00.000;A-4744;6901
C;309;2019-11-19 00:00:00.000;A-4744;6901
C;464;2019-11-19 00:00:00.000;A-4744;6901
C;462;2019-11-19 00:00:00.000;A-4744;6901
C;407;2019-11-19 00:00:00.000;A-4744;6901
C;209;2019-11-19 00:00:00.000;A-4744;6901
C;390;2019-11-19 00:00:00.000;A-4744;6901
C;111;2019-11-19 00:00:00.000;A-4744;6901
C;437;2019-11-19 00:00:00.000;A-4744;6901
C;208;2019-11-19 00:00:00.000;A-4744;6901
C;183;2019-11-19 00:00:00.000;A-4744;6901
C;484;2019-11-19 00:00:00.000;A-4744;6901
C;254;2019-11-19 00:00:00.000;A-4744;6901
C;149;2019-11-19 00:00:00.000;A-4744;6901
C;319;2019-11-19 00:00:00.000;A-4744;6901
O;273;2019-12-13 00:00:00.000;A-5018;6102
O;271;2019-12-13 00:00:00.000;A-5018;6102
O;492;2019-12-13 00:00:00.000;A-5018;6102
O;434;2019-12-13 00:00:00.000;A-5018;6102
O;250;2019-12-13 00:00:00.000;A-5018;6102
O;184;2019-12-13 00:00:00.000;A-5018;6102
O;257;2019-12-13 00:00:00.000;A-5018;6102
O;335;2019-12-13 00:00:00.000;A-5018;6102
O;174;2019-12-13 00:00:00.000;A-5018;6102
O;388;2019-12-13 00:00:00.000;A-5018;6102
O;239;2019-12-13 00:00:00.000;A-5018;6102
O;482;2019-12-13 00:00:00.000;A-4454;6108
O;495;2019-12-13 00:00:00.000;A-222;5102
O;225;2019-12-13 00:00:00.000;A-4424;5117
O;238;2019-12-13 00:00:00.000;A-4424;5117
O;279;2019-12-13 00:00:00.000;A-4424;5117
O;145;2019-12-13 00:00:00.000;A-4424;5117
O;182;2019-12-13 00:00:00.000;A-4424;5117
O;282;2019-12-13 00:00:00.000;A-4424;5117
O;361;2019-12-13 00:00:00.000;A-4424;5117
O;331;2019-12-13 00:00:00.000;A-4424;5117
O;308;2019-12-13 00:00:00.000;A-5158;5102
O;382;2019-12-13 00:00:00.000;A-4342;5102
O;284;2019-12-13 00:00:00.000;A-4342;5102
O;482;2019-12-13 00:00:00.000;A-4342;5405
O;291;2019-12-13 00:00:00.000;A-4342;5405
O;301;2019-12-13 00:00:00.000;A-4342;5405
O;330;2019-12-13 00:00:00.000;A-4342;5405
O;176;2019-12-13 00:00:00.000;A-4342;5405
O;390;2019-12-13 00:00:00.000;A-4342;5102
O;375;2019-12-13 00:00:00.000;A-4342;5102
O;124;2019-12-13 00:00:00.000;A-4342;5102
O;383;2019-12-13 00:00:00.000;A-4342;5405
O;343;2019-12-13 00:00:00.000;A-36;5102
O;297;2019-12-13 00:00:00.000;A-4256;5405
O;305;2019-12-13 00:00:00.000;A-4256;5405
O;198;2019-12-13 00:00:00.000;A-4256;5102
O;221;2019-12-13 00:00:00.000;A-5132;5922
C;157;2019-11-19 00:00:00.000;A-4744;6901
C;386;2019-11-19 00:00:00.000;A-4744;6901
C;321;2019-11-19 00:00:00.000;A-4744;6901
C;340;2019-11-19 00:00:00.000;A-4744;6901
C;319;2019-11-19 00:00:00.000;A-4744;6901
C;470;2019-11-19 00:00:00.000;A-4744;6901
C;337;2019-11-19 00:00:00.000;A-4744;6901
C;231;2019-11-19 00:00:00.000;A-4744;6901
C;412;2019-11-19 00:00:00.000;A-4744;6901
C;411;2019-11-19 00:00:00.000;A-4744;6901
C;134;2019-11-19 00:00:00.000;A-4744;6901
C;141;2019-11-19 00:00:00.000;A-4744;6901
C;247;2019-11-19 00:00:00.000;A-4744;6901
C;471;2019-11-19 00:00:00.000;A-4744;6901
C;259;2019-11-19 00:00:00.000;A-4744;6901
C;229;2019-11-19 00:00:00.000;A-4744;6901
C;178;2019-11-19 00:00:00.000;A-4744;6901
C;499;2019-11-19 00:00:00.000;A-4744;6901
C;215;2019-11-19 00:00:00.000;A-4744;6901
C;370;2019-11-19 00:00:00.000;A-4744;6901
C;486;2019-11-19 00:00:00.000;A-4744;6901
C;449;2019-11-19 00:00:00.000;A-4744;6901
C;267;2019-11-19 00:00:00.000;A-4744;6901
C;106;2019-11-19 00:00:00.000;A-4744;6901
C;177;2019-11-19 00:00:00.000;A-4744;6901
C;343;2019-11-19 00:00:00.000;A-4744;6901
C;272;2019-11-19 00:00:00.000;A-4744;6901
C;204;2019-11-19 00:00:00.000;A-4744;6901
O;237;2019-10-31 00:00:00.000;A-934;6949
O;207;2019-11-22 00:00:00.000;A-1776;5949
O;145;2019-11-22 00:00:00.000;A-1776;5949
O;140;2019-11-22 00:00:00.000;A-1776;5949
O;484;2019-11-22 00:00:00.000;A-1776;5949
C;443;2019-10-31 00:00:00.000;A-3792;5949
C;403;2019-10-31 00:00:00.000;A-3792;5949
O;265;2019-10-31 00:00:00.000;A-3792;5949
O;394;2019-10-31 00:00:00.000;A-4170;5949
O;495;2019-10-31 00:00:00.000;A-4170;5949
O;455;2019-10-31 00:00:00.000;A-4170;5949
O;447;2019-12-02 00:00:00.000;A-4880;5933
O;306;2019-12-02 00:00:00.000;A-4880;5933
O;437;2019-10-31 00:00:00.000;A-934;6949
O;467;2019-10-31 00:00:00.000;A-122;5949
O;490;2019-10-31 00:00:00.000;A-118;5949
O;128;2019-10-31 00:00:00.000;A-118;5949
O;139;2019-10-31 00:00:00.000;A-118;5949
C;263;2019-11-19 00:00:00.000;A-4744;6901
C;147;2019-11-19 00:00:00.000;A-4744;6901
C;224;2019-11-19 00:00:00.000;A-4744;6901
C;349;2019-11-19 00:00:00.000;A-4744;6901
C;372;2019-11-19 00:00:00.000;A-4744;6901
C;199;2019-11-19 00:00:00.000;A-4744;6901
C;460;2019-11-19 00:00:00.000;A-4744;6901
C;353;2019-11-19 00:00:00.000;A-4744;6901
C;307;2019-11-19 00:00:00.000;A-4744;6901
C;286;2019-11-19 00:00:00.000;A-4744;6901
C;414;2019-11-19 00:00:00.000;A-4744;6901
C;128;2019-11-19 00:00:00.000;A-4744;6901
C;417;2019-11-19 00:00:00.000;A-4744;6901
C;285;2019-11-19 00:00:00.000;A-4744;6901
C;362;2019-11-19 00:00:00.000;A-4744;6901
C;295;2019-11-19 00:00:00.000;A-4744;6901
C;449;2019-11-19 00:00:00.000;A-4744;6901
C;433;2019-11-19 00:00:00.000;A-4744;6901
C;489;2019-11-19 00:00:00.000;A-4744;6901
C;215;2019-11-19 00:00:00.000;A-4744;6901
C;139;2019-11-19 00:00:00.000;A-4744;6901
C;368;2019-11-19 00:00:00.000;A-4744;6901
C;449;2019-11-19 00:00:00.000;A-4744;6901
C;131;2019-11-19 00:00:00.000;A-4744;6901
C;424;2019-11-19 00:00:00.000;A-4744;6901
C;413;2019-11-19 00:00:00.000;A-4744;6901
C;495;2019-11-19 00:00:00.000;A-4744;6901
C;425;2019-11-19 00:00:00.000;A-4744;6901
C;283;2019-11-19 00:00:00.000;A-4744;6901
C;280;2019-11-19 00:00:00.000;A-4744;6901
C;199;2019-11-19 00:00:00.000;A-4744;6901
C;206;2019-11-19 00:00:00.000;A-4744;6901
C;439;2019-11-19 00:00:00.000;A-4744;6901
C;191;2019-11-19 00:00:00.000;A-4744;6901
C;224;2019-11-19 00:00:00.000;A-4744;6901
C;326;2019-11-19 00:00:00.000;A-4744;6901
C;304;2019-11-19 00:00:00.000;A-4744;6901
C;131;2019-11-19 00:00:00.000;A-4744;6901
C;144;2019-11-19 00:00:00.000;A-4744;6901
C;248;2019-11-19 00:00:00.000;A-4744;6901
C;437;2019-11-19 00:00:00.000;A-4744;6901
C;338;2019-11-19 00:00:00.000;A-4744;6901
C;423;2019-11-19 00:00:00.000;A-4744;6901
C;363;2019-11-19 00:00:00.000;A-4744;6901
C;488;2019-11-19 00:00:00.000;A-4744;6901
C;367;2019-11-19 00:00:00.000;A-4744;6901
C;199;2019-11-19 00:00:00.000;A-4744;6901
C;375;2019-11-19 00:00:00.000;A-4744;6901
C;137;2019-11-19 00:00:00.000;A-4744;6901
C;495;2019-11-19 00:00:00.000;A-4744;6901
C;480;2019-11-19 00:00:00.000;A-4744;6901
C;433;2019-11-19 00:00:00.000;A-4744;6901
C;433;2019-11-19 00:00:00.000;A-4744;6901
C;341;2019-11-19 00:00:00.000;A-4744;6901
C;221;2019-11-19 00:00:00.000;A-4744;6901
C;189;2019-11-19 00:00:00.000;A-4744;6901
O;186;2019-10-31 00:00:00.000;A-14;5949
O;102;2019-10-31 00:00:00.000;A-994;5949
O;213;2019-10-31 00:00:00.000;A-994;5949
O;395;2019-10-31 00:00:00.000;A-994;5949
C;457;2019-10-31 00:00:00.000;A-1892;5949
O;446;2019-11-19 00:00:00.000;A-4744;6901
O;238;2019-11-19 00:00:00.000;A-4744;6901
O;472;2019-11-19 00:00:00.000;A-4744;6901
O;372;2019-11-19 00:00:00.000;A-4744;6901
O;355;2019-11-19 00:00:00.000;A-4744;6901
O;245;2019-11-19 00:00:00.000;A-4744;6901
O;468;2019-11-19 00:00:00.000;A-4744;6901
O;383;2019-11-19 00:00:00.000;A-4744;6901
O;103;2019-11-19 00:00:00.000;A-4744;6901
O;399;2019-11-19 00:00:00.000;A-4744;6901
O;213;2019-11-19 00:00:00.000;A-4744;6901
O;132;2019-11-19 00:00:00.000;A-4744;6901
O;208;2019-11-19 00:00:00.000;A-4744;6901
O;187;2019-11-19 00:00:00.000;A-4744;6901
O;303;2019-11-19 00:00:00.000;A-4744;6901
O;115;2019-11-19 00:00:00.000;A-4744;6901
O;384;2019-11-19 00:00:00.000;A-4744;6901
O;305;2019-11-19 00:00:00.000;A-4744;6901
O;274;2019-11-19 00:00:00.000;A-4744;6901
O;308;2019-11-19 00:00:00.000;A-4744;6901
O;130;2019-11-19 00:00:00.000;A-4744;6901
O;390;2019-11-19 00:00:00.000;A-4744;6901
O;362;2019-11-19 00:00:00.000;A-4744;6901
O;335;2019-11-19 00:00:00.000;A-4744;6901
O;480;2019-11-19 00:00:00.000;A-4744;6901
O;451;2019-11-19 00:00:00.000;A-4744;6901
O;211;2019-11-19 00:00:00.000;A-4744;6901
O;302;2019-11-19 00:00:00.000;A-4744;6901
C;305;2019-10-31 00:00:00.000;A-1892;5949
O;336;2019-10-31 00:00:00.000;A-1892;5949
O;231;2019-11-28 00:00:00.000;A-486;5949
O;332;2019-11-28 00:00:00.000;A-486;5949
O;479;2019-12-13 00:00:00.000;A-374;5102
O;220;2019-12-13 00:00:00.000;A-374;5102
O;307;2019-12-13 00:00:00.000;A-374;5405
O;365;2019-12-13 00:00:00.000;A-374;5403
O;415;2019-12-13 00:00:00.000;A-374;5102
O;188;2019-12-13 00:00:00.000;A-374;5405
O;197;2019-12-13 00:00:00.000;A-374;5102
O;118;2019-12-13 00:00:00.000;A-374;5102
O;288;2019-12-13 00:00:00.000;A-374;5102
O;378;2019-12-13 00:00:00.000;A-374;5102
O;194;2019-12-13 00:00:00.000;A-374;5102
O;344;2019-12-13 00:00:00.000;A-374;5102
O;161;2019-12-13 00:00:00.000;A-374;5102
O;301;2019-12-13 00:00:00.000;A-374;5102
O;102;2019-12-13 00:00:00.000;A-374;5102
O;121;2019-12-02 00:00:00.000;A-2454;5901
O;363;2019-12-16 00:00:00.000;A-3924;6108
O;270;2019-12-16 00:00:00.000;A-3924;6108
O;378;2019-12-16 00:00:00.000;A-4276;5101
O;445;2019-12-16 00:00:00.000;A-962;6108
O;413;2019-12-16 00:00:00.000;A-962;6910
O;328;2019-12-16 00:00:00.000;A-962;6910
O;147;2019-12-16 00:00:00.000;A-4814;6108
O;436;2019-12-16 00:00:00.000;A-4814;6108
O;121;2019-12-16 00:00:00.000;A-4814;6108
O;378;2019-12-16 00:00:00.000;A-4814;6108
O;129;2019-12-16 00:00:00.000;A-4814;6108
O;428;2019-12-16 00:00:00.000;A-4636;6108
O;112;2019-12-16 00:00:00.000;A-4636;6108
O;115;2019-12-16 00:00:00.000;A-4636;6108
O;321;2019-12-16 00:00:00.000;A-4636;6108
O;244;2019-12-16 00:00:00.000;A-4636;6108
O;392;2019-12-16 00:00:00.000;A-4636;6108
O;441;2019-12-16 00:00:00.000;A-4636;6108
O;397;2019-12-16 00:00:00.000;A-4636;6108
C;346;2019-12-16 00:00:00.000;A-246;5405
O;288;2019-12-16 00:00:00.000;A-1046;5102
O;236;2019-12-16 00:00:00.000;A-1046;5102
O;388;2019-12-16 00:00:00.000;A-2606;5102
O;216;2019-12-16 00:00:00.000;A-2606;5405
O;127;2019-12-16 00:00:00.000;A-5080;6108
O;474;2019-12-16 00:00:00.000;A-5080;6108
O;240;2019-12-16 00:00:00.000;A-5080;6108
O;195;2019-12-16 00:00:00.000;A-5080;6108
O;187;2019-12-16 00:00:00.000;A-5080;6108
O;138;2019-12-16 00:00:00.000;A-5080;6108
O;456;2019-12-16 00:00:00.000;A-5080;6108
O;477;2019-12-16 00:00:00.000;A-5080;6108
O;167;2019-12-16 00:00:00.000;A-4664;5102
O;274;2019-12-16 00:00:00.000;A-4664;5101
O;179;2019-12-16 00:00:00.000;A-290;6108
O;298;2019-12-16 00:00:00.000;A-290;6108
O;129;2019-12-16 00:00:00.000;A-290;6108
O;207;2019-12-16 00:00:00.000;A-3232;5102
O;292;2019-12-16 00:00:00.000;A-3232;5102
O;104;2019-12-16 00:00:00.000;A-3232;5405
O;236;2019-12-16 00:00:00.000;A-3232;5405
O;340;2019-12-16 00:00:00.000;A-3232;5405
O;489;2019-12-16 00:00:00.000;A-3232;5102
O;244;2019-12-16 00:00:00.000;A-3232;5405
O;190;2019-12-16 00:00:00.000;A-3232;5405
O;424;2019-12-16 00:00:00.000;A-3232;5405
O;210;2019-12-16 00:00:00.000;A-3232;5102
O;317;2019-12-16 00:00:00.000;A-3232;5102
O;313;2019-12-16 00:00:00.000;A-3232;5405
O;323;2019-12-16 00:00:00.000;A-3232;5102
O;115;2019-12-16 00:00:00.000;A-36;5102
O;297;2019-12-16 00:00:00.000;A-5078;6108
O;456;2019-12-16 00:00:00.000;A-5078;6108
O;392;2019-12-16 00:00:00.000;A-5078;6108
C;318;2019-12-16 00:00:00.000;A-246;5405
O;404;2019-12-17 00:00:00.000;A-4676;6108
O;261;2019-12-17 00:00:00.000;A-4676;6108
O;436;2019-12-17 00:00:00.000;A-4676;6108
O;260;2019-12-17 00:00:00.000;A-4676;6108
O;237;2019-12-17 00:00:00.000;A-4676;6108
O;335;2019-12-17 00:00:00.000;A-4676;6108
O;423;2019-12-17 00:00:00.000;A-4676;6108
O;318;2019-12-17 00:00:00.000;A-4676;6108
O;467;2019-12-17 00:00:00.000;A-4676;6108
O;129;2019-12-17 00:00:00.000;A-4676;6108
O;430;2019-12-17 00:00:00.000;A-4676;6108
O;285;2019-12-17 00:00:00.000;A-4676;6108
O;253;2019-12-17 00:00:00.000;A-4676;6108
O;455;2019-12-17 00:00:00.000;A-4676;6108
O;429;2019-12-17 00:00:00.000;A-246;5405
O;486;2019-12-17 00:00:00.000;A-2414;5102
O;498;2019-12-17 00:00:00.000;A-4686;6108
O;315;2019-12-17 00:00:00.000;A-3532;6117
O;402;2019-12-17 00:00:00.000;A-3532;6117
O;155;2019-12-17 00:00:00.000;A-3532;6117
O;433;2019-12-17 00:00:00.000;A-3532;6117
O;378;2019-12-17 00:00:00.000;A-4236;5405
O;228;2019-12-17 00:00:00.000;A-4628;5102
O;238;2019-12-17 00:00:00.000;A-4628;5405
O;145;2019-12-17 00:00:00.000;A-4628;5102
C;417;2019-12-17 00:00:00.000;A-4702;6108
C;177;2019-12-17 00:00:00.000;A-4702;6108
C;435;2019-12-17 00:00:00.000;A-4702;6108
C;135;2019-12-17 00:00:00.000;A-4702;6108
C;354;2019-12-17 00:00:00.000;A-4702;6108
C;481;2019-12-17 00:00:00.000;A-4702;6108
C;473;2019-12-17 00:00:00.000;A-4702;6108
C;286;2019-12-17 00:00:00.000;A-4702;6108
C;489;2019-12-17 00:00:00.000;A-4702;6108
C;312;2019-12-17 00:00:00.000;A-4702;6108
C;246;2019-12-17 00:00:00.000;A-4702;6108
C;467;2019-12-17 00:00:00.000;A-4702;6108
C;403;2019-12-17 00:00:00.000;A-4702;6108
C;188;2019-12-17 00:00:00.000;A-4702;6108
O;135;2019-12-17 00:00:00.000;A-4702;6108
O;144;2019-12-17 00:00:00.000;A-4702;6108
O;375;2019-12-17 00:00:00.000;A-4702;6108
O;253;2019-12-17 00:00:00.000;A-4702;6108
O;350;2019-12-17 00:00:00.000;A-4702;6108
O;310;2019-12-17 00:00:00.000;A-4702;6108
O;228;2019-12-17 00:00:00.000;A-4702;6108
O;340;2019-12-17 00:00:00.000;A-5030;5117
O;463;2019-12-17 00:00:00.000;A-5030;5117
O;225;2019-12-17 00:00:00.000;A-5030;5117
O;225;2019-12-17 00:00:00.000;A-5030;5117
O;351;2019-12-17 00:00:00.000;A-5030;5117
O;210;2019-12-17 00:00:00.000;A-5030;5117
O;421;2019-12-17 00:00:00.000;A-5030;5117
O;450;2019-12-17 00:00:00.000;A-5030;5117
O;414;2019-12-17 00:00:00.000;A-5030;5117
O;138;2019-12-17 00:00:00.000;A-5030;5117
O;113;2019-12-17 00:00:00.000;A-4662;5117
O;223;2019-12-17 00:00:00.000;A-4662;5117
O;109;2019-12-17 00:00:00.000;A-4662;5117
O;165;2019-12-17 00:00:00.000;A-4662;5117
O;351;2019-12-17 00:00:00.000;A-4662;5117
O;236;2019-12-17 00:00:00.000;A-4662;5117
O;119;2019-12-17 00:00:00.000;A-4662;5117
O;326;2019-12-17 00:00:00.000;A-4732;6108
O;334;2019-12-17 00:00:00.000;A-4732;6108
O;257;2019-12-17 00:00:00.000;A-4732;6108
O;417;2019-12-17 00:00:00.000;A-4732;6108
O;223;2019-12-17 00:00:00.000;A-4732;6108
O;383;2019-12-17 00:00:00.000;A-4732;6108
O;466;2019-12-17 00:00:00.000;A-4732;6108
O;395;2019-12-17 00:00:00.000;A-4732;6108
O;181;2019-12-17 00:00:00.000;A-4732;6108
